,feature,feature_spellcheck
6361,delightful,delightful
6362,delimart,-1
6363,delimitation,limitation
6364,delimitations,limitations
6365,delineate,delicate
6366,delinking,-1
6367,delinquent,-1
6368,deliver,deliver
6369,deliverance,deliverance
6370,deliveries,delivered
6371,delivery,delivery
6372,delivrance,deliverance
6373,delivre,deliver
6374,delma,derma
6375,delmar,dear
6376,delmas,delay
6377,deloitte,-1
6378,delouse,-1
6379,delta,-1
6380,deltaic,-1
6381,deltas,-1
6382,deluge,deluge
6383,delva,delve
6384,delvier,deliver
6385,delwi,delhi
6386,delxo,delay
6387,dem,dem
6388,demagoguery,demagogues
6389,demais,demain
6390,demaisssssssssssss,-1
6391,demand,demand
6392,demarcate,-1
6393,demarcation,demarcation
6394,demarche,-1
6395,demas,-1
6396,demilitarisation,-1
6397,demilitarise,-1
6398,deminers,miners
6399,demining,defining
6400,demobilization,demoralization
6401,demobilize,-1
6402,democracies,-1
6403,democracy,democracy
6404,democrat,democrat
6405,democratic,democratic
6406,democratically,-1
6407,democratization,demoralization
6408,democrats,democrats
6409,demokr,-1
6410,demolish,demolish
6411,demolitions,-1
6412,demonstrate,demonstrate
6413,demonstration,demonstration
6414,demonstrations,demonstrations
6415,demonstrators,demonstrator
6416,demunis,demands
6417,demurrage,-1
6418,den,den
6419,denan,dean
6420,denard,menard
6421,dengue,-1
6422,deni,-1
6423,denial,denial
6424,denialists,-1
6425,denigration,emigration
6426,denim,denis
6427,denmark,denmark
6428,dennis,tennis
6429,denouce,denounce
6430,denounce,denounce
6431,dens,-1
6432,dense,dense
6433,densely,densely
6434,density,density
6435,dental,dental
6436,dentists,dentist
6437,denudation,-1
6438,denude,-1
6439,denver,denver
6440,deny,deny
6441,deodar,dear
6442,deodorant,deodorant
6443,deodorize,-1
6444,dep,-1
6445,depart,depart
6446,departemen,department
6447,departement,department
6448,departmen,department
6449,department,department
6450,departmenta,department
6451,departmental,departmental
6452,departments,departments
6453,departure,departure
6454,departures,departures
6455,depata,death
6456,depatment,department
6457,depend,depend
6458,dependancy,dependency
6459,dependant,dependent
6460,dependence,dependence
6461,dependency,dependency
6462,dependent,dependent
6463,depi,epi
6464,depict,depict
6465,depl,deal
6466,deplasee,-1
6467,deplete,delete
6468,depletion,repletion
6469,deplo,-1
6470,deplorable,deplorable
6471,deploy,deploy
6472,deployable,deplorable
6473,deployment,employment
6474,deployments,employments
6475,depois,depuis
6476,depok,depot
6477,depoliticise,-1
6478,depopulation,population
6479,deport,report
6480,deportation,-1
6481,deportations,decorations
6482,deportee,deported
6483,deportees,deported
6484,depose,depose
6485,deposer,-1
6486,deposit,deposit
6487,deposition,deposition
6488,depot,depot
6489,depots,depot
6490,depreciate,deprecate
6491,depredations,depredations
6492,depres,depress
6493,depress,depress
6494,depression,depression
6495,depressions,depressions
6496,depressive,-1
6497,deprez,degree
6498,deprive,deprive
6499,dept,-1
6500,depth,depth
6501,depths,depths
6502,deptos,depths
6503,depuis,depuis
6504,deputations,deputations
6505,depute,-1
6506,deputies,deputies
6507,deputy,deputy
6508,deq,de
6509,der,der
6510,dera,dear
6511,derail,detail
6512,derailment,-1
6513,derailments,-1
6514,derelict,-1
6515,dereliction,-1
6516,derisory,-1
6517,derive,derive
6518,dermatitis,dermatitis
6519,dermatological,-1
6520,dermatology,-1
6521,des,des
6522,desaguadero,-1
6523,desalin,dealing
6524,desalinate,-1
6525,desalination,destination
6526,desaline,-1
6527,desalinisation,-1
6528,desalinization,-1
6529,desalt,dealt
6530,desantralisation,-1
6531,desaster,disaster
6532,desastre,disaster
6533,descaillets,-1
6534,descapelles,-1
6535,descend,descend
6536,descent,descent
6537,descombes,describes
6538,describe,describe
6539,desde,-1
6540,desdune,deduce
6541,deseases,diseases
6542,desefectants,-1
6543,desentralise,-1
6544,desermithe,-1
6545,desert,desert
6546,desertedi,deserted
6547,deserter,deserter
6548,desertification,-1
6549,desertions,desertion
6550,deserve,deserve
6551,desesperated,-1
6552,desi,-1
6553,desiccate,delicate
6554,desiccation,-1
6555,design,design
6556,designate,designate
6557,designer,designer
6558,desinfectant,disinfectant
6559,desinfected,disinfected
6560,desir,desire
6561,desirable,desirable
6562,desire,desire
6563,desist,desist
6564,desk,desk
6565,deskolin,-1
6566,desks,desk
6567,desktop,desktop
6568,deslandes,-1
6569,deslands,-1
6570,desludging,deluding
6571,desmangles,-1
6572,desmond,-1
6573,desolate,desolate
6574,despair,despair
6575,desperate,desperate
6576,desperately,desperately
6577,desperation,desperation
6578,despicable,despicable
6579,despines,despises
6580,despise,despise
6581,despite,despite
6582,despotic,despotic
6583,despotism,despotism
6584,desprate,desperate
6585,desprez,-1
6586,despu,deep
6587,despues,-1
6588,dessaline,-1
6589,dessalines,dessalles
6590,dessert,dessert
6591,dessie,-1
6592,dessource,resource
6593,dest,-1
6594,destabilisation,-1
6595,destabilise,-1
6596,destabilization,-1
6597,destabilize,-1
6598,destination,destination
6599,destinations,destination
6600,destine,-1
6601,destiny,destiny
6602,destitute,destitute
6603,destitutes,destitute
6604,destra,-1
6605,destroid,-1
6606,destroy,destroy
6607,destroyer,destroyed
6608,destroyers,destroyed
6609,destruct,-1
6610,destructe,destructive
6611,destruction,destruction
6612,destructive,destructive
6613,destryed,destroyed
6614,desvingne,-1
6615,detach,detach
6616,detail,detail
6617,detain,detain
6618,detainee,detained
6619,detainees,detained
6620,detect,detect
6621,detectable,detestable
6622,detection,detection
6623,detention,detention
6624,detentions,detention
6625,deter,deter
6626,detergent,-1
6627,detergents,-1
6628,deteriorate,deteriorate
6629,deterioration,-1
6630,determination,determination
6631,determine,determine
6632,detonate,detonate
6633,detonation,-1
6634,detonations,donations
6635,detour,detour
6636,detoxification,-1
6637,detrimental,detrimental
6638,detritus,detritus
6639,detroit,detroit
6640,detroyed,destroyed
6641,detuit,-1
6642,deudap,feudal
6643,deukhuri,-1
6644,deut,debt
6645,deuteronomy,-1
6646,deutsche,-1
6647,deutschland,-1
6648,dev,de
6649,devacuation,evacuation
6650,devastate,devastated
6651,devastation,devastation
6652,devastations,devastation
6653,devasted,-1
6654,devasting,-1
6655,devbhoomi,-1
6656,deve,eve
6657,develop,develop
6658,developers,developer
6659,development,development
6660,developmental,developmental
6661,developments,developments
6662,developped,developed
6663,developpement,development
6664,devestated,devastated
6665,devestation,-1
6666,device,device
6667,devices,devices
6668,devil,devil
6669,devise,devise
6670,devistated,devastated
6671,devlopman,-1
6672,devloppe,-1
6673,devloppement,-1
6674,devolution,revolution
6675,devolve,devolve
6676,devote,devote
6677,devour,devour
6678,devout,devout
6679,dew,dew
6680,dewa,dew
6681,dewanganj,-1
6682,dewatering,watering
6683,deworming,-1
6684,dextrose,-1
6685,dey,dey
6686,deyr,dear
6687,dezam,-1
6688,dezi,-1
6689,dezobeyisans,-1
6690,df,of
6691,dfat,fat
6692,dfavorises,favorites
6693,dfid,did
6694,dfk,of
6695,dfw,dew
6696,dg,do
6697,dgcs,docs
6698,dgi,dig
6699,dgr,dr
6700,dgrxn,dron
6701,dh,-1
6702,dhaka,-1
6703,dhal,deal
6704,dhanaura,-1
6705,dhansiri,-1
6706,dharampar,-1
6707,dharmasala,-1
6708,dhemaji,-1
6709,dheri,-1
6710,dhf,def
6711,dhia,-1
6712,dhl,del
6713,dhlakama,-1
6714,dho,-1
6715,dhory,-1
6716,dhos,-1
6717,dhows,shows
6718,dhq,the
6719,dhruv,-1
6720,dhsh,-1
6721,dhulbahante,-1
6722,dhuvaafaru,-1
6723,dhzp,-1
6724,di,di
6725,dia,did
6726,diabetes,diabetes
6727,diabetic,diabetic
6728,diagnose,diagnose
6729,diagnosis,diagnosis
6730,diagnostic,diagnostic
6731,diahorrea,-1
6732,diallo,-1
6733,dialogue,dialogue
6734,dialogues,dialogue
6735,dialysis,-1
6736,diameter,diameter
6737,diamond,diamond
6738,diamondblue,-1
6739,diamonds,diamonds
6740,dianebirch,-1
6741,dianjiang,-1
6742,diapers,-1
6743,diarhera,-1
6744,diarra,-1
6745,diarrea,diarrhoea
6746,diarrhe,diarrhoea
6747,diarrhea,diarrhoea
6748,diarrheal,diarrhoea
6749,diarrheas,diarrhoea
6750,diarrhoea,diarrhoea
6751,diarrhoeal,diarrhoea
6752,diarrhoeas,diarrhoea
6753,diarrohea,diarrhoea
6754,dias,-1
6755,diasabling,disabling
6756,diasaster,disaster
6757,diaspora,disport
6758,diaster,disaster
6759,diasters,disasters
6760,dibang,-1
6761,dibrugarh,-1
6762,dicas,-1
6763,dichato,-1
6764,dicided,-1
6765,dickwella,-1
6766,dicono,-1
6767,dictate,dictate
6768,dictator,dictator
6769,dictatorial,-1
6770,dictatorship,dictatorship
6771,dictatorships,dictatorship
6772,dictors,doctors
6773,diden,didn
6774,didine,divine
6775,didnot,didn
6776,didnt,didn
6777,didu,did
6778,die,die
6779,dieback,-1
6780,dieeee,-1
6781,diego,diego
6782,diegue,-1
6783,diemoetikonthouden,-1
6784,dien,-1
6785,dieng,-1
6786,dieri,-1
6787,diesandy,-1
6788,diesel,diese
6789,diet,diet
6790,dietary,dietary
6791,dietetic,dietetic
6792,dieu,dieu
6793,dieudonn,-1
6794,dieudonne,-1
6795,diffa,differ
6796,difference,difference
6797,differences,differences
6798,differend,different
6799,different,different
6800,differential,differential
6801,differentiation,differentiation
6802,differently,differently
6803,differents,different
6804,difficles,-1
6805,difficult,difficult
6806,difficulties,difficulties
6807,difficulty,difficulty
6808,diffuse,diffuse
6809,diffusion,diffusion
6810,dificul,difficult
6811,dificult,difficult
6812,dificults,-1
6813,diflucan,-1
6814,dig,dig
6815,digecel,-1
6816,digest,digest
6817,digester,digested
6818,digesters,-1
6819,digestive,digestive
6820,digg,dig
6821,digger,-1
6822,diggers,daggers
6823,diggings,diggings
6824,digi,-1
6825,digical,digital
6826,digiceel,-1
6827,digicel,digital
6828,digicell,-1
6829,digiciel,-1
6830,digicom,-1
6831,digicomla,-1
6832,digil,digit
6833,digiphile,-1
6834,digit,digit
6835,digital,digital
6836,digitization,-1
6837,digna,diana
6838,dignify,dignity
6839,dignitaries,dignitaries
6840,dignity,dignity
6841,dikas,-1
6842,dike,like
6843,dikh,dish
6844,dikhan,tikhon
6845,dikini,-1
6846,diksa,-1
6847,diktel,distal
6848,dilapidate,dilapidated
6849,dilaram,diagram
6850,dili,fili
6851,diligence,diligence
6852,diligent,diligent
6853,dilly,dilly
6854,dilshad,-1
6855,dilute,dilute
6856,dilution,solution
6857,dim,dim
6858,dimalished,diminished
6859,dimanche,-1
6860,dimension,dimension
6861,diminish,diminish
6862,diminution,diminution
6863,din,din
6864,dinagat,-1
6865,dinajpur,-1
6866,dincombe,income
6867,dine,dine
6868,dinepa,-1
6869,diner,dinner
6870,dinghies,-1
6871,dingtang,-1
6872,dingy,dingy
6873,dinh,-1
6874,dinka,-1
6875,dinking,-1
6876,dinner,dinner
6877,dino,-1
6878,dint,dint
6879,dio,dio
6880,diocesanos,-1
6881,diode,-1
6882,dioncounda,-1
6883,diouf,-1
6884,dioxide,dioxide
6885,dioxins,toxins
6886,dioyyzzg,-1
6887,dip,dip
6888,dipecho,-1
6889,diphtheria,diphtheria
6890,dipi,dip
6891,diploma,diploma
6892,diplomacy,diplomacy
6893,diplomatic,diplomatic
6894,diplomats,diplomats
6895,diptyqueparis,-1
6896,dipy,dip
6897,diquini,-1
6898,dir,did
6899,dire,dire
6900,direct,direct
6901,direction,direction
6902,directions,directions
6903,directive,directive
6904,directives,directive
6905,directly,directly
6906,directnext,directness
6907,director,director
6908,directorate,-1
6909,directorates,-1
6910,directors,directors
6911,directory,directory
6912,directrelief,-1
6913,directv,direct
6914,direksyon,-1
6915,direto,-1
6916,dirgue,virtue
6917,dirt,dirt
6918,dirts,dirty
6919,dirty,dirty
6920,dirtyjerz,-1
6921,dis,dis
6922,disabilities,disabilities
6923,disability,disability
6924,disable,-1
6925,disadvantage,disadvantage
6926,disaffection,disinfection
6927,disagree,disagree
6928,disappear,disappear
6929,disappearance,disappearance
6930,disappearances,disappearance
6931,disarm,-1
6932,disarmament,-1
6933,disaster,disaster
6934,disasteri,disaster
6935,disasterrelief,-1
6936,disasters,disasters
6937,disastrous,disastrous
6938,disbursal,-1
6939,disburse,-1
6940,disbursement,-1
6941,disbursements,-1
6942,discard,discard
6943,discharge,discharge
6944,disciplinary,disciplinary
6945,disclaimer,disclaimer
6946,disclose,disclose
6947,disclosure,disclosure
6948,discoloration,discoloration
6949,discolouration,discoloration
6950,discomfiture,discomfiture
6951,discomfort,discomfort
6952,disconnect,-1
6953,discontent,discontent
6954,discontinuous,discontinuous
6955,discotheque,-1
6956,discount,discount
6957,discourage,discourage
6958,discourse,discourse
6959,discover,discover
6960,discovery,discovery
6961,discredit,discredit
6962,discrepancy,discrepancy
6963,discretion,discretion
6964,discriminate,discriminate
6965,discrimination,discrimination
6966,discriminatory,discriminatory
6967,discticts,districts
6968,disctt,-1
6969,discuss,discuss
6970,discussion,discussion
6971,discussions,discussions
6972,disease,disease
6973,diseases,diseases
6974,disembark,-1
6975,disempowered,-1
6976,disenfranchise,disfranchise
6977,disenfranchisement,disfranchisement
6978,disengagement,-1
6979,disfigure,disfigured
6980,disgorge,dislodge
6981,disgruntle,disgruntled
6982,disgust,disgust
6983,dish,dish
6984,disharmony,disharmony
6985,dishearten,-1
6986,dishwasher,-1
6987,disillusion,disillusion
6988,disincentive,-1
6989,disinfect,disinfect
6990,disinfectant,disinfectant
6991,disinfectants,disinfectant
6992,disinfectation,disinfection
6993,disinfection,disinfection
6994,disinformation,-1
6995,disintegrate,disintegrate
6996,disintegration,disintegration
6997,dislike,dislike
6998,dislocate,dislocate
6999,dislodge,dislodge
7000,dismal,dismal
7001,dismantle,dismantled
7002,dismantlement,-1
7003,dismay,dismay
7004,disnonest,dishonest
7005,disobedience,disobedience
7006,disobedient,disobedience
7007,disorder,disorder
7008,dispair,despair
7009,disparage,disparage
7010,disparities,-1
7011,dispatch,dispatch
7012,dispensaries,-1
7013,dispensary,-1
7014,dispensation,dispensations
7015,dispense,dispense
7016,dispenser,dispense
7017,dispensers,-1
7018,dispersant,dispersing
7019,dispersants,-1
7020,disperse,disperse
7021,displace,displace
7022,displacement,displacement
7023,displacements,displacement
7024,display,display
7025,disponible,-1
7026,disposable,disposal
7027,disposal,disposal
7028,disposals,disposal
7029,dispose,dispose
7030,disposition,disposition
7031,disproportionally,disproportionately
7032,disproportionate,disproportionate
7033,disproportionately,disproportionately
7034,dispute,dispute
7035,disqualification,disqualification
7036,disregard,disregard
7037,disrupt,disrupt
7038,disruption,disruption
7039,disruptions,disruption
7040,dissapearance,disappearance
7041,dissatisfaction,dissatisfaction
7042,dissect,dissect
7043,dissemble,assemble
7044,disseminate,disseminate
7045,dissemination,dissemination
7046,dissent,dissent
7047,dissention,dissection
7048,dissident,dissent
7049,dissidents,-1
7050,dissipate,dissipated
7051,dissolve,dissolve
7052,dissuade,dissuade
7053,dist,-1
7054,distance,distance
7055,distant,distant
7056,distaster,disaster
7057,distemper,-1
7058,distibrution,distribution
7059,distibute,distribute
7060,distict,-1
7061,distil,distal
7062,distillation,-1
7063,distinction,distinction
7064,distinctive,distinctive
7065,distinctively,-1
7066,distinguish,distinguish
7067,distk,disk
7068,distort,distort
7069,distr,-1
7070,distract,distract
7071,distraught,distraught
7072,distrct,district
7073,distrekt,-1
7074,distress,distress
7075,distribuition,distribution
7076,distribute,distribute
7077,distribution,distribution
7078,distributions,distribution
7079,distributor,distributor
7080,distributors,distributor
7081,distric,district
7082,district,district
7083,distro,-1
7084,distroy,destroy
7085,distroyed,destroyed
7086,distroying,destroying
7087,distrubances,disturbances
7088,distrubute,distribute
7089,distrubuted,distributed
7090,distrubuting,distributing
7091,distt,-1
7092,distub,disturb
7093,disturb,disturb
7094,disturbance,disturbance
7095,disturbances,disturbances
7096,disturbingly,disturbing
7097,disused,disuse
7098,dit,it
7099,ditch,ditch
7100,dites,dites
7101,ditribute,distribute
7102,ditta,-1
7103,dival,rival
7104,divans,divan
7105,dive,dive
7106,diver,-1
7107,divers,divers
7108,diverse,diverse
7109,diversification,diversification
7110,diversify,diversity
7111,diversion,diversion
7112,diversity,diversity
7113,divert,divert
7114,divide,divide
7115,dividers,divides
7116,divin,divine
7117,divina,divine
7118,divine,divine
7119,division,division
7120,divisional,division
7121,divisions,divisions
7122,divnomorskoye,-1
7123,divulge,diverge
7124,diwfep,differ
7125,diyind,-1
7126,dizziness,dizziness
7127,dizzy,dizzy
7128,dj,do
7129,djab,drab
7130,djalexkasanova,-1
7131,djallonk,-1
7132,djamena,-1
7133,djamil,jail
7134,djb,dub
7135,djedswift,-1
7136,djee,-1
7137,djever,-1
7138,dji,di
7139,djibouti,-1
7140,djiguenni,-1
7141,djmotwister,-1
7142,djuniquenyc,-1
7143,djwillie,willie
7144,dk,do
7145,dkayet,-1
7146,dkrhhtxb,-1
7147,dl,-1
7148,dlamini,-1
7149,dlldxs,-1
7150,dlmxdriving,-1
7151,dlo,do
7152,dlvr,-1
7153,dm,-1
7154,dmam,-1
7155,dmana,diana
7156,dmez,-1
7157,dmglqfbx,-1
7158,dmin,din
7159,dmo,do
7160,dms,-1
7161,dmt,-1
7162,dna,-1
7163,dndi,and
7164,dndy,-1
7165,dnl,-1
7166,dnsgrsmtdrinking,-1
7167,dnt,-1
7168,do,do
7169,doba,dora
7170,dobara,-1
7171,dobera,-1
7172,dochamo,-1
7173,dock,dock
7174,docs,docs
7175,docter,doctor
7176,docteur,doctor
